Name,Availability,Artikel Nummer,Price €,Details,Description,Images
Hobnail Glass Crystal,Item in Stock (260 pcs),500-10,"10.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_6,7 cm• 2.7in,Produktinformation_Height_11 cm• 4.4 in,Produktinformation_Weight_260 g• 0.6 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-1_hobnail-glass-crystal.jpg?64cb4749,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-1_hobnail-glass-crystal.jpg?64cb4749,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-1_hobnail-glass-crystal.jpg?64cb4749,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657_hobnail-glass-crystal.jpg?66f67e78,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657_hobnail-glass-crystal.jpg?66f67e78,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-2_hobnail-glass-crystal.jpg?66f67e7b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-2_hobnail-glass-crystal.jpg?66f67e7b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-3_hobnail-glass-crystal.jpg?66f67e7e,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-3_hobnail-glass-crystal.jpg?66f67e7e,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-4_hobnail-glass-crystal.jpg?66f67e80,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-4_hobnail-glass-crystal.jpg?66f67e80,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-5_hobnail-glass-crystal.jpg?66f67e84,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-5_hobnail-glass-crystal.jpg?66f67e84,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-6_hobnail-glass-crystal.jpg?66f67e87,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-6_hobnail-glass-crystal.jpg?66f67e87,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-7_hobnail-glass-crystal.jpg?66f67e8a,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-7_hobnail-glass-crystal.jpg?66f67e8a,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-8_hobnail-glass-crystal.jpg?66f67e8d,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-8_hobnail-glass-crystal.jpg?66f67e8d,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-9_hobnail-glass-crystal.jpg?66f67e90,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-9_hobnail-glass-crystal.jpg?66f67e90,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-10_hobnail-glass-crystal.jpg?66f67e93,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-10_hobnail-glass-crystal.jpg?66f67e93,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-11_hobnail-glass-crystal.jpg?66f67e96,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-11_hobnail-glass-crystal.jpg?66f67e96,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-12_hobnail-glass-crystal.jpg?66f67e98,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-12_hobnail-glass-crystal.jpg?66f67e98,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-13_hobnail-glass-crystal.jpg?66f67e9b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-13_hobnail-glass-crystal.jpg?66f67e9b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-14_hobnail-glass-crystal.jpg?66f67e9e,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-14_hobnail-glass-crystal.jpg?66f67e9e,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-15_hobnail-glass-crystal.jpg?66f67ea0,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-15_hobnail-glass-crystal.jpg?66f67ea0,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-16_hobnail-glass-crystal.jpg?66f67ea4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-16_hobnail-glass-crystal.jpg?66f67ea4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-17_hobnail-glass-crystal.jpg?66f67ea8,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-17_hobnail-glass-crystal.jpg?66f67ea8,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-18_hobnail-glass-crystal.jpg?66f67eab,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-18_hobnail-glass-crystal.jpg?66f67eab,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-19_hobnail-glass-crystal.jpg?66f67eaf,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-19_hobnail-glass-crystal.jpg?66f67eaf,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-20_hobnail-glass-crystal.jpg?66f67eb2,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-20_hobnail-glass-crystal.jpg?66f67eb2,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-21_hobnail-glass-crystal.jpg?66f67eb5,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-21_hobnail-glass-crystal.jpg?66f67eb5,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-22_hobnail-glass-crystal.jpg?66f67eb8,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-22_hobnail-glass-crystal.jpg?66f67eb8,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-23_hobnail-glass-crystal.jpg?66f67ebc,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-23_hobnail-glass-crystal.jpg?66f67ebc,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-24_hobnail-glass-crystal.jpg?66f67ebf,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-24_hobnail-glass-crystal.jpg?66f67ebf,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-25_hobnail-glass-crystal.jpg?66f67ec3,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1657-25_hobnail-glass-crystal.jpg?66f67ec3"
Hobnail Glass Citron,Item in Stock (143 pcs),500-12,"10.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_6,7 cm• 2.7in,Produktinformation_Height_11 cm• 4.4 in,Produktinformation_Weight_260 g• 0.6 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1660-1_hobnail-glass-citron.jpg?64cb4735,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1660-1_hobnail-glass-citron.jpg?64cb4735,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1660-1_hobnail-glass-citron.jpg?64cb4735,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1660_mix-of-hobnail-tumblers.jpg?654b5951,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1660_mix-of-hobnail-tumblers.jpg?654b5951"
Hobnail Glass Light Blue,Item in Stock (147 pcs),500-14,"10.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_6,7 cm• 2.7in,Produktinformation_Height_11 cm• 4.4 in,Produktinformation_Weight_260 g• 0.6 lbs",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1666-1_hobnail-glass-light-blue.jpg?64cb4772
Hobnail Glass Steel Blue,Item in Stock (96 pcs),500-16,"10.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_6,7 cm• 2.7in,Produktinformation_Height_11 cm• 4.4 in,Produktinformation_Weight_260 g• 0.6 lbs",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3120-1_hobnail-glass-steel-blue.jpg?64cb4a24
Hobnail Glass Light Green,Item in Stock (29 pcs),500-21,"10.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_6,7 cm• 2.7in,Produktinformation_Height_11 cm• 4.4 in,Produktinformation_Weight_260 g• 0.6 lbs",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1672-1_hobnail-glass-light-green.jpg?64cb4787
Hobnail Glass Lavender,Item in Stock (37 pcs),500-27,"10.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_6,7 cm• 2.7in,Produktinformation_Height_11 cm• 4.4 in,Produktinformation_Weight_260 g• 0.6 lbs",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3114_hobnail-glass-lavender.jpg?64cb475e
Hobnail Glass New Brown,Item in Stock (76 pcs),500-30,"10.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_6,7 cm• 2.7in,Produktinformation_Height_11 cm• 4.4 in,Produktinformation_Weight_260 g• 0.6 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3123-1_hobnail-glass-new-brown.jpg?64cb47b1,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3123-1_hobnail-glass-new-brown.jpg?64cb47b1,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3123-1_hobnail-glass-new-brown.jpg?64cb47b1,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3123_hobnail-glass-new-brown.jpg?6549f6db,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/3123_hobnail-glass-new-brown.jpg?6549f6db"
Hobnail Glass Olivegreen,Item in Stock (266 pcs),500-32,"10.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_6,7 cm• 2.7in,Produktinformation_Height_11 cm• 4.4 in,Produktinformation_Weight_260 g• 0.6 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-1_hobnail-glass-olivegreen.jpg?64cb47c5,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-1_hobnail-glass-olivegreen.jpg?64cb47c5,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-1_hobnail-glass-olivegreen.jpg?64cb47c5,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675_hobnail-glass-olivegreen.jpg?6549f3a8,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675_hobnail-glass-olivegreen.jpg?6549f3a8,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-2_hobnail-glass-olivegreen.jpg?66f67ead,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-2_hobnail-glass-olivegreen.jpg?66f67ead,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-3_hobnail-glass-olivegreen.jpg?66f67eb0,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-3_hobnail-glass-olivegreen.jpg?66f67eb0,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-4_hobnail-glass-olivegreen.jpg?66f67eb4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-4_hobnail-glass-olivegreen.jpg?66f67eb4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-5_hobnail-glass-olivegreen.jpg?66f67eb7,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-5_hobnail-glass-olivegreen.jpg?66f67eb7,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-6_hobnail-glass-olivegreen.jpg?66f67eba,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-6_hobnail-glass-olivegreen.jpg?66f67eba,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-7_hobnail-glass-olivegreen.jpg?66f67ebe,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-7_hobnail-glass-olivegreen.jpg?66f67ebe,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-8_hobnail-glass-olivegreen.jpg?66f67ec2,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-8_hobnail-glass-olivegreen.jpg?66f67ec2,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-9_hobnail-glass-olivegreen.jpg?66f67ec5,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-9_hobnail-glass-olivegreen.jpg?66f67ec5,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-10_hobnail-glass-olivegreen.jpg?66f67ec8,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-10_hobnail-glass-olivegreen.jpg?66f67ec8,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-11_hobnail-glass-olivegreen.jpg?66f67ecb,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-11_hobnail-glass-olivegreen.jpg?66f67ecb,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-12_hobnail-glass-olivegreen.jpg?66f67ece,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-12_hobnail-glass-olivegreen.jpg?66f67ece,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-13_hobnail-glass-olivegreen.jpg?66f67ed1,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-13_hobnail-glass-olivegreen.jpg?66f67ed1,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-14_hobnail-glass-olivegreen.jpg?66f67ed3,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-14_hobnail-glass-olivegreen.jpg?66f67ed3,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-15_hobnail-glass-olivegreen.jpg?66f67ed7,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-15_hobnail-glass-olivegreen.jpg?66f67ed7,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-16_hobnail-glass-olivegreen.jpg?66f67eda,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-16_hobnail-glass-olivegreen.jpg?66f67eda,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-17_hobnail-glass-olivegreen.jpg?66f67edd,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-17_hobnail-glass-olivegreen.jpg?66f67edd,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-18_hobnail-glass-olivegreen.jpg?66f67ee0,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-18_hobnail-glass-olivegreen.jpg?66f67ee0,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-19_hobnail-glass-olivegreen.jpg?66f67ee3,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-19_hobnail-glass-olivegreen.jpg?66f67ee3,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-20_hobnail-glass-olivegreen.jpg?66f67ee6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-20_hobnail-glass-olivegreen.jpg?66f67ee6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-21_hobnail-glass-olivegreen.jpg?66f67ee9,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-21_hobnail-glass-olivegreen.jpg?66f67ee9,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-22_hobnail-glass-olivegreen.jpg?66f67eec,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-22_hobnail-glass-olivegreen.jpg?66f67eec,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-23_hobnail-glass-olivegreen.jpg?66f67eef,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-23_hobnail-glass-olivegreen.jpg?66f67eef,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-24_hobnail-glass-olivegreen.jpg?66f67ef3,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-24_hobnail-glass-olivegreen.jpg?66f67ef3,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-25_hobnail-glass-olivegreen.jpg?66f67ef6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-25_hobnail-glass-olivegreen.jpg?66f67ef6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-26_hobnail-glass-olivegreen.jpg?66f67efa,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-26_hobnail-glass-olivegreen.jpg?66f67efa,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-27_hobnail-glass-olivegreen.jpg?66f67efd,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-27_hobnail-glass-olivegreen.jpg?66f67efd,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-28_hobnail-glass-olivegreen.jpg?66f67f01,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-28_hobnail-glass-olivegreen.jpg?66f67f01,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-29_hobnail-glass-olivegreen.jpg?66f67f04,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-29_hobnail-glass-olivegreen.jpg?66f67f04,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-30_hobnail-glass-olivegreen.jpg?66f67f07,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-30_hobnail-glass-olivegreen.jpg?66f67f07,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-31_hobnail-glass-olivegreen.jpg?66f67f0a,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1675-31_hobnail-glass-olivegreen.jpg?66f67f0a"
Hobnail Glass Lilla,Item in Stock (74 pcs),500-40,"10.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_6,7 cm• 2.7in,Produktinformation_Height_11 cm• 4.4 in,Produktinformation_Weight_260 g• 0.6 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1681-1_hobnail-glass-lilla.jpg?64cb479c,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1681-1_hobnail-glass-lilla.jpg?64cb479c,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1681-1_hobnail-glass-lilla.jpg?64cb479c,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1681_hobnail-glass-lilla.jpg?654a03d0,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1681_hobnail-glass-lilla.jpg?654a03d0,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1681-2_hobnail-glass-lilla.jpg?654a085d,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1681-2_hobnail-glass-lilla.jpg?654a085d,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1681-3_hobnail-glass-lilla.jpg?654b6143,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1681-3_hobnail-glass-lilla.jpg?654b6143"
Hobnail Glass Black,Item in Stock (36 pcs),500-46,"10.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_6,7 cm• 2.7in,Produktinformation_Height_11 cm• 4.4 in,Produktinformation_Weight_260 g• 0.6 lbs",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/4926_hobnail-glass-black.jpg?657960c3
Hobnail Glass Beryl,Item in Stock (203 pcs),500-5,"10.9
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_250 ml• 8.4 oz,Produktinformation_Diameter_6,7 cm• 2.7in,Produktinformation_Height_11 cm• 4.4 in,Produktinformation_Weight_260 g• 0.6 lbs",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1684-1_hobnail-glass-beryl.jpg?64cb46f2
